label-coarse,text
OTHERS,What 's the Red Planet ?
4,The Shea & Gould law firm had an office in L.A. for how many years ?
OTHERS,What 's the most common surname in America ?
4,How long does it take the typical American to eat 23 quarts of ice cream ?
OTHERS,What is the difference between a fruit and a vegetable ?
1,What kind of tree graces Lebanon 's flag ?
OTHERS,What is tumbled marble ?
1,What are the various ways in which one can measure IT User Satisfaction Level ?
5,What city is sometimes called The Athens of Switzerland ?
5,Where did bocci originate ?
OTHERS,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .
OTHERS,What are the Valdez Principles ?
OTHERS,How can I easily remove red wine stains from t-shirts ?
OTHERS,How do you write MLA style bibliographies for an Internet source ?
OTHERS,Who is Imam Hussain Ben Ali whom Shia people believe in ?
OTHERS,What is the origin of the word assassinate ?
5,"Where can I find information about Bob Barr , representative from Georgia ?"
4,What is the frequency of VHF ?
OTHERS,What are the Arabic Numerals from 1 to 10 ?
1,What does the policeman become in the Canadian edition of Monopoly ?
4,How many electoral votes does it take to win presidency ?
OTHERS,What is digitalis ?
1,What kind of flowers does detective Nero Wolfe raise ?
1,What was paper made of in the late 16th century ?
OTHERS,Who was William Henry Harrison ?
OTHERS,What was the outcome of the 1945 Yalta Conference ?
OTHERS,What is `` flintknapping '' ?
1,What 's the most popular contact lens color ?
5,What were the cities of Dickens 's A Tale of Two Cities ?
OTHERS,What causes canker sores in the mouth ?
4,In what year was the movie the Ten Commandments released ?
1,What is the fastest fish in the world ?
1,What color are the castellated walls of the Kremlin ?
1,What is celebrated during the week of February 21-27 ?
1,What is damage to business and government caused by bureaucracy ?
4,When was the De Beers company founded ?
1,What was a California prayer book to an Old West gambler ?
OTHERS,Who was the first black performer to have his own network TV show ?
1,What 's another name for aspartame ?
2,What 's the abbreviation for trinitrotoluene ?
1,"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?"
4,What is the date of Bastille Day ?
2,What is IOC an abbreviation of ?
OTHERS,What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?
1,Which two products use a tiger as their symbol ?
5,"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?"
1,What color eyes are most sensitive to light ?
4,How much folic acid should an expectant mother get daily ?
OTHERS,What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?
1,What disease does Katharine Hepburn have that makes her voice shake ?
4,How much caffeine is in a 16 oz cup of coffee ?
1,What is the name of the art of growing miniature trees ?
5,What two countries in South America are landlocked ?
OTHERS,What does Tiffany mean ?
OTHERS,Why do magnets attract ?
OTHERS,How do you address a Chinese person ?
OTHERS,What is the meaning of thalassemia ?
4,What is Columbia Tristar 's phone number ?
OTHERS,How do I impress a guy ?
1,What does the method called `` cold fusion '' create ?
4,When did Princess Diana and Prince Charles get married ?
1,What determines the value of the pearl ?
5,Which country did Hitler rule ?
1,"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?"
OTHERS,Who directed The Wild Bunch ?
1,What are emblazoned on the Jolly Roger ?
5,The Orange Bowl is in what city ?
OTHERS,What are the alveoli ?
OTHERS,What comedian was born Allen Stewart Konigsberg ?
4,How many Leos have been Pope ?
5,What state was Herbert Hoover born in ?
1,"What TV series featured Neal , a martini-drinking St. Bernard ?"
4,How many fiddlers did Old King Cole have ?
OTHERS,"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?"
OTHERS,What is ethylene ?
1,What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?
1,What is a fear of clouds ?
1,What is a fear of pregnancy ?
4,What is the population in India ?
OTHERS,What is the origin of the word `` pallbearer ? ''
4,How long do flies live ?
OTHERS,Why is Microsoft 's Windows 3 software so successful ?
OTHERS,Who runs Andy Capp 's favorite pub ?
5,What state produces the best lobster to eat ?
4,How many times a day does the typical person go to the bathroom ?
1,What bowl game began as an East-West contest between Michigan and Stanford in 192 ?
5,"What islands got their name from the Spanish baja mar , meaning shallow water ?"
OTHERS,"What is deadrise , nautical , ?"
1,What 's the official language of Algeria ?
1,What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?
1,What six words follow the line : `` From a jack to a king.. . '' ?
OTHERS,How do I find a city if I have the area code ?
OTHERS,What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?
1,What foods contain the most protein ?
OTHERS,What President was assassinated by Charles J. Guiteau ?
OTHERS,What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?
4,How many feet long is a baseball pitcher 's rubber ?
5,What was the nationality of Jackson Pollock ?
OTHERS,Who invented the game bowling ?
1,What are the snakes of New England ?
4,How many times larger than life size is the Statue of Liberty ?
5,What is the name of the country which Hitler ruled ?
OTHERS,What group kidnaped Patricia Hearst ?
4,How long does a human live ?
5,Where can I get U.S. economic statistics ?
4,How many Superbowls have the ers won ?
OTHERS,What do you do when your mouse is n't working as fast as it 's supposed to ?
OTHERS,What is a gandy dancer ?
OTHERS,Who is the creator of `` The Muppets '' ?
OTHERS,Which of the following celebrities started his show-biz career as a disc jockey ?
1,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?
4,What 's a perfect score in a gymnastics exercise ?
1,What is the dot on an the letter i called ?
5,What 's the capital of Iowa ?
OTHERS,Who asked you to do the Loco-Motion with her in 1962 ?
OTHERS,"What President served for five years , six months and 2 days ?"
1,What do you call the feeling of having experienced something before ?
OTHERS,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?
2,What is the abbreviated form of the National Bureau of Investigation ?
1,"What is a fear of odors , body , ?"
1,What is the formula to calculate pi ?
OTHERS,What is the difference between a bachelor and a 1 bedroom apartment ?
OTHERS,What is Drew Barrymore 's middle name ?
OTHERS,How do you write a book report ?
OTHERS,"What are Cobol , Fortran , and Pascal ?"
OTHERS,What is Supergirl 's secret identity ?
5,"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?"
OTHERS,What court does Bob Woodward describe in The Brethren ?
OTHERS,Who made the first surfboard ?
4,On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?
4,What are the highest-paying odds on a roulette table ?
4,In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?
4,How many films did Ingmar Bergman make ?
OTHERS,What is Garry Kasparov famous for ?
2,What does the `` c '' stand for in the equation E=mc2 ?
OTHERS,Who is the Greek God of the Sea ?
OTHERS,What well-known music personality is the father of an adopted son named Hans Christian Henderson ?
OTHERS,How do you measure the heat of the sun ?
OTHERS,Why do some people have two different color eyes ?
1,Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?
4,When was the first Barbie produced ?
1,What 's the hardest substance in the human body ?
OTHERS,Who was the first woman governor of Wyoming ?
4,How many more weeks of winter are there if a ground hog sees his shadow ?
OTHERS,What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?
OTHERS,How do birds find their way back to the same place every year ?
5,Where is the Henry Ford Museum ?
1,What 's the International Lawn Tennis Challenge Trophy usually called ?
4,What year did nylon stockings first go on sale ?
1,What is a research expedition in mountain climbing ?
1,On which flight did Fawaz Younis commit air piracy and hostage taking ?
OTHERS,What is a wart ?
OTHERS,What is spaceball played on ?
OTHERS,How does rabies spread ?
OTHERS,What famous comedian recently tried without success to revive the play ?
5,What is Drew Barrymore 's email address ?
OTHERS,How can you tell if someone is lying ?
OTHERS,What is the difference between a preface and a foreword ?
1,What are fingernails made of ?
5,What nationality were the 123 people who died in the Black Hole of Calcutta ?
OTHERS,What does storm wave mean in Japanese ?
OTHERS,Why do they sterilize the needle for lethal injection ?
OTHERS,What TV family sometimes buys eclairs from Nelson 's Bakery ?
OTHERS,How can you get rust stains out of clothing ?
OTHERS,Who was Charles Lindbergh 's wife ?
OTHERS,Who sings Angel Eyes from the 80 's ?
1,What is the one thing you need before you can purchase life insurance ?
OTHERS,What caused the Titanic to sink ?
OTHERS,What is the chemiosmotic theory ?
OTHERS,What information can you tell me about actor James Cromwell ?
OTHERS,How does an ion drive work ?
OTHERS,How can I trace my family roots ?
4,What was the date of Iraq 's invasion of Kuwait ?
1,What is another word for diet ?
OTHERS,What is a courier ?
1,What Sinatra hit did he dooby dooby do in ?
OTHERS,How do you get a girl to have sex with you ?
5,What is the name of the planet that the Ewoks live on ?
1,What ice creams contain seaweed ?
OTHERS,What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?
2,What is a `` USB '' port on a computer ?
1,What term means a sexual attraction between a male and a female ?
OTHERS,What was called the world 's largest department store ?
5,What sea surrounds the Cayman Islands ?
4,How many different vegetation zones are there ?
5,What ocean was Amelia Earhart flying over when she disappeared ?
1,What book does Holden Caulfield appear in ?
OTHERS,What happens when lightning strikes a body of water ?
OTHERS,What was the nickname of German flying ace Manfred von Richthofen ?
OTHERS,What does e=mc2 mean ?
5,What country other than Germany invaded Poland in September 1939 ?
OTHERS,How do I contact answers.com ?
1,What are the names of the different toes ?
1,What are different products of petroleum ?
OTHERS,What causes asthma ?
4,When was the Bill of Rights ratified ?
OTHERS,"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?"
5,What is the largest U.S. state east of the Mississippi ?
OTHERS,How can I find out how much it costs to raise a baby for six months ?
4,"What 's the population of Biloxi , Mississippi ?"
1,What vowel do all Esperanto nouns end in ?
OTHERS,What is a heuristic ?
5,What California desert is dubbed High Desert ?
1,"In the Miller Lite TV commercial , who is the creature ?"
OTHERS,Who wrote ` Hamlet ' ?
OTHERS,How did the jack-o '-lantern get it 's name ?
